,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,ram,talk_time,touch_screen,wifi
0,3.518772797521587,-0.38906015645757935,-0.3905986733685948,-0.3921371902796102,-0.3552127844152401,-0.3921371902796102,-0.2936721079746233,-0.3918294868974071,-0.044432368390125314,-0.3705979535253943,-0.3459816829491476,0.9771428605241134,-0.34905871677117845,-0.3921371902796102,-0.38906015645757935
1,3.4787399533813974,-0.37451193180367126,-0.3734827512787821,-0.3724535707538929,-0.36833684865433625,-0.37451193180367126,-0.33951979395743936,-0.37307107906882647,-0.19131779837339824,-0.3621617655050012,-0.3621617655050012,1.115741468235853,-0.35598668235566616,-0.37451193180367126,-0.3724535707538929
2,0.23822353700747395,-0.32385006938566235,-0.3223280131981375,-0.3227628863945731,-0.32058852041239466,-0.3227628863945731,-0.2879730306797175,-0.322980322992791,-0.12489558201633172,-0.31950133742130543,-0.31515260545694845,3.703075729608877,-0.31189105648368076,-0.32385006938566235,-0.3227628863945731
3,0.724021340127012,-0.3581233541713662,-0.3570727282545717,-0.3581233541713662,-0.34411500861410566,-0.3581233541713662,-0.3301066630568451,-0.3577731455324347,-0.10772417733533372,-0.35637231097670863,-0.33360874944616026,3.602736352144057,-0.35111918139273596,-0.35637231097670863,-0.3581233541713662
4,2.4832246325424294,-0.42042911571123287,-0.4207691220049393,-0.42212914717976546,-0.4085288954315047,-0.42042911571123287,-0.3235273220048753,-0.4207691220049393,-0.19092486745933332,-0.4187290842427003,-0.40512883249443954,2.605626898276776,-0.39322861221471145,-0.42212914717976546,-0.42212914717976546
5,1.1777180452412332,-0.37288778508744,-0.3723625121096864,-0.37288778508744,-0.37288778508744,-0.3718372391319328,-0.3277143090006291,-0.372152402918585,-0.2174069836723698,-0.3707866931764256,-0.3707866931764256,3.455301676780911,-0.3665845093543966,-0.37288778508744,-0.3718372391319328
6,0.9452764469447286,-0.3758646389319012,-0.3767338106989253,-0.37760298246594937,-0.3619578906595156,-0.37760298246594937,-0.3723879518638048,-0.37621230763871083,-0.036887649792502746,-0.365434577727612,-0.3515278294552264,3.5301932820743978,-0.3515278294552264,-0.3758646389319012,-0.3758646389319012
7,0.3512966352550888,-0.3347378065671013,-0.3325685276996794,-0.3347378065671013,-0.326603010814269,-0.3333820072749626,-0.279150035589414,-0.3336531671333903,-0.11916571911704552,-0.3333820072749626,-0.32524721152213026,3.6852070946241904,-0.31440081718502055,-0.3347378065671013,-0.3347378065671013
8,0.9043269863099035,-0.3650229898960389,-0.3653955975211483,-0.36626501531307015,-0.36378096447900765,-0.3650229898960389,-0.2880174140401011,-0.3653955975211483,-0.17623512650728815,-0.35757083739385137,-0.3563288119768201,3.5523251754205387,-0.35757083739385137,-0.3650229898960389,-0.3650229898960389
9,1.4249560783608681,-0.38357731507234705,-0.38407801645480366,-0.38357731507234705,-0.3825759123074339,-0.38357731507234705,-0.32349314917755584,-0.38447857756076886,-0.2503907473388932,-0.3785703012477811,-0.3785703012477811,3.3466479842292736,-0.36955767636356246,-0.3845787178372602,-0.3845787178372602
10,2.2125308828266785,-0.4182546781100219,-0.41511704395477633,-0.4158411133752176,-0.4061868544360004,-0.4182546781100219,-0.3530884302703055,-0.41801332163654153,-0.1986202872428295,-0.4086004191708047,-0.37963764235315295,2.8448848433454086,-0.3917054660271745,-0.4158411133752176,-0.4182546781100219
11,1.9709138224075584,-0.46365011395869365,-0.45352367817484784,-0.46365011395869365,-0.4298953280125411,-0.45943076571542457,-0.30753422895773813,-0.45985270053975147,0.21566495320762627,-0.4383340244990792,-0.37926314909331227,2.9708993560623274,-0.38348249733658135,-0.45943076571542457,-0.45943076571542457
12,2.1985394662591746,-0.4217282276729722,-0.41801780140374933,-0.4217282276729722,-0.4199613580209613,-0.4199613580209613,-0.3263172664643842,-0.42137485374257,-0.11075916891905586,-0.40936014010889593,-0.4181944883689504,2.8487474981991814,-0.4181944883689504,-0.4199613580209613,-0.4217282276729722
13,0.30457355088165156,-0.3193847940789591,-0.31993308787945174,-0.3193847940789591,-0.31828820647797385,-0.32048138167994433,-0.310612093271077,-0.3201524053996488,-0.19876015797058094,-0.31280526847304757,-0.31499844367501806,3.6963190007290487,-0.30512915526615075,-0.32048138167994433,-0.32048138167994433
14,1.6057932424402397,-0.4005844724821758,-0.39881133106178207,-0.4019484274209402,-0.3937646977883539,-0.4019484274209402,-0.3187471761563125,-0.4018120319270637,-0.17280399770852292,-0.3937646977883539,-0.3760332835844168,3.249358943651328,-0.3910367879108251,-0.4019484274209402,-0.4019484274209402
15,2.858377701725022,-0.43025347409957715,-0.4256100579875325,-0.4329848953419564,-0.4193277891300602,-0.4329848953419564,-0.405670682918164,-0.4327117532177185,0.012236767165858945,-0.41659636788768095,-0.405670682918164,2.1700595486454546,-0.37835647049437166,-0.43025347409957715,-0.43025347409957715
